tweet_id,kurdish_tweets,sentiment,author,content,tweets,kurdish_sentiments,sentiment_id
1957128448,کەسێک بمباتە  پێویستە دار لیمۆکە ببینم,happiness,PULLINGTEEETH,someone take me to LA  I NEED TO SEE THE LEMON TREE,someone take me to LA I NEED TO SEE THE LEMON TREE,بەختەوەر,10
1957128473,ئم... بۆیە پێموانییە نامە دەقەکانم &;دێڕی بابەت&; ... کەوتم,sadness,milyssa,um... so I don't think my text msgs have a &quot;subject line&quot; ... I fail,um... so I don't think my text msgs have a &quot;subject line&quot; ... I fail,دڵتەنگ,2
1957128727,ئازاری سک.,sadness,caleighbenson,tummy ache.,tummy ache.,دڵتەنگ,2
1957128989,کویزی بیرکاری: ئەگەر میو = بەڵام حەساسیەت = ئەوا میو + حەساسیەت = ?,surprise,stevencraig,Math quiz: If Meow =  but Allergies =   then Meow + Allergies = ?,Math quiz: If Meow = but Allergies = then Meow + Allergies = ?,سوپرایز,6
1957129191,دەیەوێت هاوڕێکانم ببینێت ;-) ://.//,love,khendi16,wants see my friends  ;-) http://plurk.com/p/wxnwa,wants see my friends ;-) http://plurk.com/p/wxnwa,خۆشەویستی,7
1957129392,تۆ ئەوەندە دووریت، نازانم چی بکەم....,worry,PuppyZach,"@goddessfleur youre so far away, I don't know what to do....","youre so far away, I don't know what to do....",نیگەران,5
1957129667,ل.ئە. وتی &;تەختەکە پاک بکەرەوە&; پێش جەلی!,neutral,halvfet,L.A. said &quot;wipe the slate clean&quot; before the jelly!,L.A. said &quot;wipe the slate clean&quot; before the jelly!,ئاسایی,4
1957130105,کێیە ئەو کەسەی ئێستا هەمیشە کاردەکات؟ ئای بەڵێ، هێشتا من.,happiness,jgomez89,"@hiracdelest who's the one always working now?  oh yeah, still me.","who's the one always working now? oh yeah, still me.",بەختەوەر,10
1957130295,مەگەر ئەو بانگهێشتنامەیە لەگەڵ کلیلی بێتادا نەبێت من زۆر یارمەتیدەر نابم...,neutral,seanbonner,@seanpercival Unless that invite comes with a beta key I'm not going to be much help...,Unless that invite comes with a beta key I'm not going to be much help...,ئاسایی,4
1957130303,نەک لەو شوێنەی کە من لێی دەژیم.,neutral,uhoh_lindsey,@Johnny_Exp not where i live.,not where i live.,ئاسایی,4
1957130797,ببورە ئەندرۆ. خۆزگە شتێک هەبوایە کە بتوانم بیکەم...,sadness,naontiotami,"@askegg I'm sorry, Andrew. I wish there was something I could do...","I'm sorry, Andrew. I wish there was something I could do...",دڵتەنگ,2
1957131196,وەک ئەوەی لە یازدە کارەکەم تەواو بکەم.. ئایا ئەوە تەنانەت ڕێگەپێدراوە؟  من بەڕاستی نامەوێت.. خخخخ,sadness,mz_kellyy,as if i finsh work at eleven.. IS THAT EVEN ALLOWD?  cauz i really dont want to.. lol,as if i finsh work at eleven.. IS THAT EVEN ALLOWD? cauz i really dont want to.. lol,دڵتەنگ,2
1957131233,ئایا کەسێک لە خەو هەڵدەستێت؟ .... من  بێزارم!,empty,miszundastood,Is ANYBODY up? .... I'm sooo bored!,Is ANYBODY up? .... I'm sooo bored!,بەتاڵ,1
1957131626,منیش لە  نیم تکایە مەمرن، بەڕاستی دڵم دڵتەنگ دەبێت,sadness,abideinlove,"@AmandaMallard i'm not at chaseton's either  please don't die, my heart will be really sad","i'm not at chaseton's either please don't die, my heart will be really sad",دڵتەنگ,2
1957131642,ئەوە نمایشێکی سەرنجڕاکێش بوو بۆ ئەوەی کەمترین قسە بکەین. سبەی دووبارەکردنەوەی. سەرەتا دەبێت بخەوم. کارکردن لە .,happiness,krazedaise,that was an interesting show to say the least. recap tomorrow. first i must sleep. work in am.,that was an interesting show to say the least. recap tomorrow. first i must sleep. work in am.,بەختەوەر,10
1957131762, هەست بە سندوقێکی گەرم دەکات و گرنگ نییە بۆ کوێ لێرە دەچمە ژوورەوە هێشتا هەست بە سندوقێکی گەرم دەکات! ئایسکرێم کار ناکات   زیاتر,worry,ESTlady_Lauren,@omgjoker o its feels like a hot box and no matter where i go in here it still feels like a hot box! ice cream isn't working n e more,o its feels like a hot box and no matter where i go in here it still feels like a hot box! ice cream isn't working n e more,نیگەران,5
1957132096,زۆر بەداخەوە.... تکایە باشتر ببە داپیرە,worry,Brewhouse94,Very Sad.... please get better Grandma,Very Sad.... please get better Grandma,نیگەران,5
1957132373, ڕقم لە هەموو شتێکە,worry,k8turpin,@aannniieee uuuugh  i hate everything,uuuugh i hate everything,نیگەران,5
1957132397,گۆش. کەش و هەوای ئەمڕۆ  ە! گەرمییەکی زۆر. من بە هیچ نەکردن کێشی ئاوی زۆر دادەبەزێنم. - ://.,worry,nisaho,Gosh. Today's weather is HOrriTerrible! Extreme hotness. I'm losing a lot of water weight by doing nothing.  - http://tweet.sg,Gosh. Today's weather is HOrriTerrible! Extreme hotness. I'm losing a lot of water weight by doing nothing. - http://tweet.sg,نیگەران,5
1957132511,ئایا ساتێک وەردەگرم بۆ بیرکردنەوە...دەمەوێت نادیاربوونم بگەڕێتەوە،!!!! ئایا سەلامەتە جارێکی تر شتێک لەبارەی کەسێکی ترەوە بۆ هاوڕێیەکی تر بڵێیت؟,worry,Sp44ky,"Is taking a moment to reflect...I want my annonymity back,FB!!!!  Is it safe to say anything about someone else to another friend again?","Is taking a moment to reflect...I want my annonymity back,FB!!!! Is it safe to say anything about someone else to another friend again?",نیگەران,5
1957132647,سڵاو پیتەر، سوپاس بۆ فۆڵۆو. ئەوەندە پاستورەکانی سیدنی تویت دەکەن!!! شەرم هیچ پاستورەکانی بریس لە تویتەر نین؛ ئێمە لە دواوەین.,surprise,CHWong,"@pastorpeterko Hey Peter, thanks for the follow. So many Sydney pastors tweet!!! Shame no Bris pastors are on Twitter; we're behind.","Hey Peter, thanks for the follow. So many Sydney pastors tweet!!! Shame no Bris pastors are on Twitter; we're behind.",سوپرایز,6
1957132732,ï¿1⁄2 ناتوانم ئیم نەک خوشکەکەم ماڵ هیچ ï¿1⁄2-نێت تۆنیت,neutral,impapibitch,@sha_da_asshole ï¿½ cant im not @ my sister house no ï¿½-net tonite,ï¿½ cant im not my sister house no ï¿½-net tonite,ئاسایی,4
1957133079,نەفرەت، سڵاو لە فەیسبووک ؟ تۆ چیتە ? ناتوانێت وێنە زیاد بکات,neutral,sukasukaariska,"Damn, hi Facebook ? what's wrong with you ? can't add photos","Damn, hi Facebook ? what's wrong with you ? can't add photos",ئاسایی,4
1957133192,لە خەو هەڵسام چونکە خەونێکی زۆر ناخۆشم بینی,surprise,jeanneherawati,"aku kbangun gara2 mimpi @manyolitha, very bad dream",aku kbangun gara2 mimpi very bad dream,سوپرایز,6
1957133461,4 فۆڵۆوەری تر.. فۆڵۆوم بکەن خۆشم دەوێی!! ** تکایە؟,neutral,katiebanana,4 more followers.. follow me and I'll love you!! *pouts* Please?,4 more followers.. follow me and I'll love you!! *pouts* Please?,ئاسایی,4
1957133601,. من زۆر بێزارکەرم!!! :|,worry,PamiiUngco,@alyssainescruz aww. me too  annoying!!! :|,aww. me too annoying!!! :|,نیگەران,5
1957133900,تەنانەت WIIم نییە!  حەزی لە  ە، کەواتە ئەوە ئەوەیە کە ئێمە هەمانە ئایا تۆ بەکاری دەهێنیت؟,neutral,ssabz,"@textdrivebys i dont even have a WII! b likes xbox, so that's what we have  do you use it?","i dont even have a WII! b likes xbox, so that's what we have do you use it?",ئاسایی,4
1957133923,من ناتوانم بخەوم، ئەمە زۆر بێزارکەر و بێزارکەر.,sadness,JackieOshry,"I can't sleep, this is so darn frustrating.","I can't sleep, this is so darn frustrating.",دڵتەنگ,2
1957134074,ئەمشەو نەمتوانی بیبینم,neutral,blahisremixed,@thunder_express i didnt get to see it tonight,i didnt get to see it tonight,ئاسایی,4
1957134278,ئێستا  ی من هۆتێل کالیفۆرنیا دەهەژێنێت. گۆرانی نییە! تەواو وەک خۆی بمێنەرەوە. دوایی چی? هەممم.. چرپەی بێباکانە!,fun,tractorqueen,My BFF rocking Hotel California now. No @NKOTB songs!  done stay the same. What's next? Hmmm.. Careless whisper!,My BFF rocking Hotel California now. No songs! done stay the same. What's next? Hmmm.. Careless whisper!,خۆشی,8
1957134402,تەنها یەکێک لەو ڕۆژانەی کە تەنیایی بەسەرتدا دەخزێت شەقت لە دەموچاوت دەدات.,sadness,texasraver,@stormyamorette just one of those days where loneliness creeps up on you slaps you in the face.,just one of those days where loneliness creeps up on you slaps you in the face.,دڵتەنگ,2
1957134460,  ,sadness,k8turpin,RIP kelly  fucccccck,RIP kelly fucccccck,دڵتەنگ,2
1957134780,باشە من پشووم نییە بۆیە با نەچینە ئەوێ,worry,marci723,@RockedByPickler well I don't have vacations so let's NOT go there,well I don't have vacations so let's NOT go there,نیگەران,5
1957134969,پێم وایە من پشتگوێ دەخرێت...لەلایەن باشترین هاوڕێمەوە، جەیک....) ڕقم لەوەیە پشتگوێ بخرێت. ب) هەموومان دەزانین شتەکان چۆن لەگەڵیدا دەڕۆن,worry,RebelAngel,"I think im being ignored...by my best friend, jake....a) i hate being ignored. b) we all know how things go with him","I think im being ignored...by my best friend, jake....a) i hate being ignored. b) we all know how things go with him",نیگەران,5
1957135265,خۆشتبوێ! بەڕێزان من کۆتاییم نەهێنا کاتم نەبوو ئەم هەفتەیە بچم   ! هەفتەی داهاتوو بە دڵنیاییەوە!,love,AdrianaJauregui,@Anna_Viola love it! By the way I didn't end up having time to go this week  I'm sooooo sorry! Next week for sure!,love it! By the way I didn't end up having time to go this week I'm sooooo sorry! Next week for sure!,خۆشەویستی,7
1957135415,ئەڵقەی دووەم تا کۆتا فیلمی    هەرگیز وەک جاران نابێت!  تویتەر,neutral,soadman,2nd to last episode of jay leno  itll never be the same!  nite twitter,2nd to last episode of jay leno itll never be the same! nite twitter,ئاسایی,4
1957135976,هەستکردن بە باشی زۆر,sadness,Leslieloks,Not feeling too good,Not feeling too good,دڵتەنگ,2
1957136360,باشە. کاتی ئەوە هاتووە سەرت بخەیتە سەری سبەی ڕۆژێکی درێژ دەبێت. ماڵئاواییکردن لە ئۆتۆمبێلەکەم بۆ هەمیشە,sadness,cellguru,Ok. Time to nodd off its gonna be a long day tomorrow. Saying goodbye to my car for good,Ok. Time to nodd off its gonna be a long day tomorrow. Saying goodbye to my car for good,دڵتەنگ,2
1957136490, ...تەنها بەختی من!,neutral,indexhtml,Fakin' kisha...just my luck!,Fakin' kisha...just my luck!,ئاسایی,4
1957136519,خەوتنێک دوای کار=خەوتن لە ئێستادا. خەوتنەکە هەستێکی زۆر باش بوو بەڵام ئێستا پێدەچێت بیرۆکەیەکی خراپ بێت,worry,Raes28,Taking a nap after work=no sleep right now. The nap felt soooo good but now it seems like a bad idea,Taking a nap after work=no sleep right now. The nap felt soooo good but now it seems like a bad idea,نیگەران,5
1957136704,دەچێتەوە ماڵەوە... بەجدی بەس بووم,worry,ms_mary_mac,is going home... I've seriously had enough,is going home... I've seriously had enough,نیگەران,5
1957136998,ژماردنی ئەو خولەکانەی کە هاوڕێی باوکم دەڕوات,enthusiasm,Dutchie_Lizz,Counting the minutes when my dad's g-friend is leaving,Counting the minutes when my dad's g-friend is leaving,پەرۆش,3
1957137074,بیری  گوێگرتن لە هاوڵاتی ڕوبەڕوبوونەوە  من بێهۆش.,sadness,kerriruta,i miss oklahomaaaaa  listening to citizen cope til i pass out.,i miss oklahomaaaaa listening to citizen cope til i pass out.,دڵتەنگ,2
1957137139,ئەوەندە گرژ..هێندە سۆزداری...بۆیە من نا..,neutral,liamhui85,so tense..so emotional...so not me..,so tense..so emotional...so not me..,ئاسایی,4
1957137171,بەهیوای کاتێکی خۆش! زۆر بیری ئێوە دەکەم!,enthusiasm,dancer2techie,@leopardqueen @seekinspiration Have fun! I miss you guys a lot!,Have fun! I miss you guys a lot!,پەرۆش,3
1957137208,کە دڵتەنگم دەکات بۆ تۆ,worry,iSasha,@skyduke478 that makes me sad for you,that makes me sad for you,نیگەران,5
1957137805,یاریکردنی یاری سەیرکردنی کەسانی ڕاستڕەو کە پەیوەندییان پێوە دەکەن بەڵام ناتوانن بڕۆن بەهۆی هۆکارێکی ترەوە,neutral,SeanBuchananKS,playing the game of watching straight people hook up but can't leave because of another reason,playing the game of watching straight people hook up but can't leave because of another reason,ئاسایی,4
1957138437,بەڵێ ئەمڕۆ کار بکە هەرگیز گرنگ نییە تەنها یەک ڕۆژ پاشان خۆر خۆر خۆر....,neutral,shoptilldrop,@daveg38 yeah work today  never mind only one day then sun sun sun....,yeah work today never mind only one day then sun sun sun....,ئاسایی,4
1957138659,هەست دەکات کە من دەچم بۆ کۆکە تا سییەکان,worry,HGhost,Feels like im going to cough up a lung,Feels like im going to cough up a lung,نیگەران,5
1957139587,ئه‌وه‌ پێكه‌نیناویه‌. من لە کۆتا ڕۆژمدا تا ڕادەیەک دڵتەنگم,sadness,elizbethunny,its funny. i'm kinda sad on my last day,its funny. i'm kinda sad on my last day,دڵتەنگ,2
1957139613,پێموانییە هەرواش بووبێت. بەڵام ناتوانم لەبیرم بێت.,neutral,bella_facia,@heresmyhello92 I don't think it was either. But I can't remember it.,I don't think it was either. But I can't remember it.,ئاسایی,4
1957139668,کەس ڤیدی چاتی ڕاستەوخۆی  ی وەرگرتووە؟ من قوتابخانە بووم بینیم جۆ باوەشی بە نیک کرد و مامەڵەی لەگەڵدا کرد خخخخ,neutral,jakieee08,anyone got JBs live chat vid? i was @ school  I saw joe hug and tackle nick lol,anyone got JBs live chat vid? i was school I saw joe hug and tackle nick lol,ئاسایی,4
1957139854,جێنی خەوی لێکەوت و نەهاتە لای,sadness,team_sleep,Jenny fell asleep and didn't come over,Jenny fell asleep and didn't come over,دڵتەنگ,2
1957140078,بۆچی ئەوانەمان خۆشدەوێت کە ناتوانین هەیانبێت؟,worry,hannah_bananah2,@thedailysurvey Why do we love those that we cannot have?,Why do we love those that we cannot have?,نیگەران,5
1957140211,خۆزگە بە شەوی فیلم گاڵتەت پێکردبام,sadness,sammiejo2502,Wishes you had teased me with movie night,Wishes you had teased me with movie night,دڵتەنگ,2
1957140229,لە شەوێکدا ٤ فۆڵۆوەرم لەدەستدا، کەس حەزی لێم نییە,worry,Stephanya,"I lost 4 followers over night, nobody likes me","I lost 4 followers over night, nobody likes me",نیگەران,5
1957140443,ئەمساڵ یەکێکم لەدەستداوە(!). میوەی قەدەغەیە. لە نێو هەموو دارەکانی ناو باخچەکەدا بە نائومێدیەوە ئەو دارە دەخۆم.,sadness,robinsons,@johneast I've missed one this year(!). It's the forbidden fruit. Of all the trees in the garden I munch in disappointment on that one.,I've missed one this year(!). It's the forbidden fruit. Of all the trees in the garden I munch in disappointment on that one.,دڵتەنگ,2
1957140584,مۆبایلێکی نوێم دەوێت زۆر ڕیکلامی مۆبایلم بینیوە (,worry,frenchbabel,I want a new phone  I've seen too much cellphone commercials (,I want a new phone I've seen too much cellphone commercials (,نیگەران,5
1957140914,من  دڵتەنگم. تەنها لە لێوارەکانی لاپەڕەکاندایە، بەڵام نایەتە دەرەوە. *دەگری*,worry,hello_jodie,"@Anime81  I'm soo sad. It's just on the edges of the pages, but it's not gonna come out. *cries*","I'm soo sad. It's just on the edges of the pages, but it's not gonna come out. *cries*",نیگەران,5
1957140966,ئەمجارەیان، بەڕاستی پێویستە دایبخەم.. دەخەوم! سەرم زۆر ئازاری هەیە و بەڕاستی ناتوانم وەریبگرم..,worry,trishababycakes,"this time, i really need to shut it.. i'm going to sleep! my head aches badly and i really can't take it..","this time, i really need to shut it.. i'm going to sleep! my head aches badly and i really can't take it..",نیگەران,5
1957141622,من زۆرم خۆشدەوێت.. بەڵام من  لەوێ  شتەکان ببڕم لە ,sadness,Samm_xo,@IvanaE i love it to.. but i knw there gna cut stuff out on tv,i love it to.. but i knw there gna cut stuff out on tv,دڵتەنگ,2
1957141723,چونکە تۆ شانازی دەکەیت,neutral,nico80013,@soonseeofpred becuz you braggin,becuz you braggin,ئاسایی,4
1957142001,من دەیکەم بەڵام من لەسەر ڕێجیمێکی توند. . .  هەست دەکەم ئەگەر فێڵ بکەم بۆ ڕۆژێک  هەموو شتێک فڕێ دەدەم.,sadness,MadisonMitchell,@JoannaAngel I do  But Im on a strict diet. . . ugh I feel like if i cheat for one day Ill throw everything up.,I do But Im on a strict diet. . . ugh I feel like if i cheat for one day Ill throw everything up.,دڵتەنگ,2
1957142083,ئای نا، هابس زۆر نەخۆشە! هیوادارم نەیگرم,worry,waireyes,"Oh no, hubs is so sick! I hope I don't catch it","Oh no, hubs is so sick! I hope I don't catch it",نیگەران,5
1957142103, فرانز هاوڕێیەتی نەکردووە پێم وایە پێیان وایە من ستاڵکەرێکی ترسناکم یان سۆمات. .,neutral,bunnymousekitt,@lawikyn ze Franz has not friended me  i think they think i'm a creepy stalker or sommat. Hmph.,ze Franz has not friended me i think they think i'm a creepy stalker or sommat. Hmph.,ئاسایی,4
1957142715,وەرگرتنەوەی پێڵاوە ترسناکەکان دایکم وای لێکردم.. . هەندێک پێڵاوی ناشرینن! کێشە ئەوەیە، پێڵاوێکی ترم دەست ناکەوێت!,hate,whiterr_x,"Taking back the HORRIBLE shoes my mum made me get.. urgggh. They are some nasty footwear! Problem is, I can't find any other shoes!","Taking back the HORRIBLE shoes my mum made me get.. urgggh. They are some nasty footwear! Problem is, I can't find any other shoes!",ڕق,9
1957142917,پارەی تەواو بوو. من پاندایەکی خەمناکم,worry,SuRe_Sh0t,Ran out of money. I r a sad panda,Ran out of money. I r a sad panda,نیگەران,5
1957143180,و پاشان بۆت دەردەکەوێت ئەمڕۆ کە ئەوان لەوێ یەکەم ماچیان کردووە! },neutral,i_bored,And then you find out today they had there first kiss! },And then you find out today they had there first kiss! },ئاسایی,4
1957143236,بۆیە ڕێکخراوی ڕزگارکردنی کال داششوند ماڵێکی بۆ بەچکە بەخێوکەرەکەم دۆزیەوە، ماکس. من  دڵتەنگم کە دەیبینم دەڕوات,sadness,ohbrenlee,"So Cal Dachshund Rescue found a home for my foster pup, Max. I'm soooooo sad to see him leave","So Cal Dachshund Rescue found a home for my foster pup, Max. I'm soooooo sad to see him leave",دڵتەنگ,2
1957143446,واو هەست بە ئیش دەکەم و بەڕاستی هەست بە خراپی دەکەم چونکە ئەو کونە نەزانانە پرۆپ ٨ ناڕووخێنن,sadness,gayish,wow I feel like ish  and I really feel bad because those ignorent aholes wont overturn prop 8,wow I feel like ish and I really feel bad because those ignorent aholes wont overturn prop 8,دڵتەنگ,2
1957143564,ئێستا بەرەو کارەکەم، نزیکەی کاتژمێر ٩ی شەو تەواو بکە .,sadness,AmieeRC,"off to work now, finish about 9pm  booooo.","off to work now, finish about 9pm booooo.",دڵتەنگ,2
1957143679,خۆزگە بە شەوی فیلم گاڵتەم پێ نەکردبا,sadness,sammiejo2502,Wishes you hadn't teased me with movie night,Wishes you hadn't teased me with movie night,دڵتەنگ,2
1957144205,://./179jxS بەڵام دەبێت ویت تا هەفتەی داهاتوو ...تۆ لە خودی مومبایەوە؟,worry,GauravSaha,@RitikaKar  http://bit.ly/179jxS But gotta wiat till next week  btw...you from Mumbai itself?,http://bit.ly/179jxS But gotta wiat till next week btw...you from Mumbai itself?,نیگەران,5
1957144247,نازانم بۆچی ئەمڕۆ ئەوەندە ماندوو بووم بای، کاتی جێگا,neutral,FF5Freak910,"dont know why so tired today  bye, time for beddy","dont know why so tired today bye, time for beddy",ئاسایی,4
1957144266,هەوڵدەدەم جارێکی تر هەوڵبدەم!,empty,mandysaster,intentando intentarlo ONCE AGAIN!,intentando intentarlo ONCE AGAIN!,بەتاڵ,1
1957145383,"ڕەنگە پێویست بێت جارێکی تر دەست بە خواردنەوە بکەمەوە، هەست بکەم وەک ئەوەی من هانگەڤەرێکی گەورەم هەیە هێشتا نەک ,خۆم ئەمڕۆ",sadness,brianmcgui,"maybe i should take up drinking again, feel as if i have a ,massive hangover  still not ,yself today","maybe i should take up drinking again, feel as if i have a ,massive hangover still not ,yself today",دڵتەنگ,2
1957145425,من سەرم ئازارێکی زۆر خراپم هەیە دەچمە سەر جێگاکەم لەوانەیە بگەڕێمەوە ڕەنگە بای بای نەبێت,worry,Crackberryfreak,i have a really bad head ache  gonna go to bed i might be back maybe not bye bye,i have a really bad head ache gonna go to bed i might be back maybe not bye bye,نیگەران,5
1957145483,هاوڕێیانی چیرۆکی گەشتیاران ئاهەنگێکی ماڵئاوایییان بۆ سازکردم بەڵام من جۆرێک بێهیوام کردن کە هێشتا لێرە دەبم تا مانگی ئەیلول خەتای من.,worry,ChenHelen,friends from Traveller's Tales held a farewell party for me but I kinda disappointed them that I would still be here until Sep. My fault.,friends from Traveller's Tales held a farewell party for me but I kinda disappointed them that I would still be here until Sep. My fault.,نیگەران,5
1957145531,شەوی ٥ قسە نەکردن لەگەڵ سەرکەوتووەکەم ئێستا شەوانە زۆر بێزارم.  ڕقم لەم شتە گەوادەیە,hate,holleeann91,night 5 not talking to my victor  i'm so bored at night now. grrrr i hate this shit,night 5 not talking to my victor i'm so bored at night now. grrrr i hate this shit,ڕق,9
1957145546,سبەی شەو دەمرم. پێویستە لێرە بێت.,enthusiasm,stinkylink,I am going to die tomorrow night.  @emilazy should be here.,I am going to die tomorrow night. should be here.,پەرۆش,3
1957145627,ئۆه ماگی گۆرێنگ. . من ناتوانم بخۆم، قورگ ئێشە ,neutral,joanneliyeng,"@syafique ooh maggi goreng. yums. i cant eat, sore throat cmin","ooh maggi goreng. yums. i cant eat, sore throat cmin",ئاسایی,4
1957145817,دەچمە خوارەوە بۆ ئەوەی هەوڵبدەم هەندێک  بگرم، دوای سبەی خوێندنی ئامادەیی چیتر! کە بەڕاستی دەمژێت خۆزگە پێویست نەبوو گەورە بم!,hate,Jessicahhhh,"gonna get off to try and catch some Z's, no more high school after tomorrow! which really sucks  i wish i didn't have to grow up!","gonna get off to try and catch some Z's, no more high school after tomorrow! which really sucks i wish i didn't have to grow up!",ڕق,9
1957145833,بەیانی بەرێز د. چیت هەیە بۆ نانی بەیانی؟ من ناتوانم بڕیار بدەم,neutral,baneen,@curligirl morning hon. what you having for breakfast? I cant decide,morning hon. what you having for breakfast? I cant decide,ئاسایی,4
1957145956,پێویستە خەوتبێت. یەک دوو ڕۆژ لەمەوبەر دەنگم لەدەستدا.,sadness,panopticonisi,should be sleeping.  lost my voice a couple day ago.,should be sleeping. lost my voice a couple day ago.,دڵتەنگ,2
1957146159,ئایا باسم لەوە کرد کە  ـم دوای 12 کاتژمێر لەگەڵ   دووانە ئێستا بۆ 6 هەفتەی داهاتوو بڵقی ئیڤێنتەکەی کارمەندانی  کرد,neutral,PokrPrinses,did I mention my BF bubbled the WSOP employees event after 12 hrs with AA  Working doubles  now for the next 6 weeks,did I mention my BF bubbled the WSOP employees event after 12 hrs with AA Working doubles now for the next 6 weeks,ئاسایی,4
1957146363,پێشتر زۆر خەوتوو بووم و نەمتوانی مات ببینم,sadness,cutebabe016,I was too sleepy earlier and i didnt get to see matt,I was too sleepy earlier and i didnt get to see matt,دڵتەنگ,2
1957146502,ڕۆژێکی گەورە 2day دەستپێکردنی  سەرسوڕهێنەر بوو! زۆر شت بەخۆڕایی  2 لێوار و پەیوەندی! ئەو مۆبایلەم دۆزیەوە کە من دەمەوێت... توانای ئەوەم نییە هێشتا ,love,annabarclay,big day 2day the xt launch was amazing! so much free stuff thanx 2 the edge and telecom! found the phone i want...cnt afford it yet tho,big day 2day the xt launch was amazing! so much free stuff thanx 2 the edge and telecom! found the phone i want...cnt afford it yet tho,خۆشەویستی,7
1957146742,ئای بەڵێ من هەژارترین کەسم لە هەموویان. بەڵام من نابێت گاڵتە بەو شتە بکەم، خەڵکی هەژاری تر,worry,milaaaaycyrusss,"@bethBABE4 Oh yeah, i'm the poorest person of all. But i shouldnt joke about that, poor other people","Oh yeah, i'm the poorest person of all. But i shouldnt joke about that, poor other people",نیگەران,5
1957146963,تازە تێگەیشتم کە ڕێنووسیم &;&; هەڵەیە کاتێک تویتم کرد دەبێت ئێستا ڕقی لێم بێت,sadness,J_Potter,I just realized I spelled &quot;adorable&quot; wrong when I tweeted @mindykaling she must hate me now,I just realized I spelled &quot;adorable&quot; wrong when I tweeted she must hate me now,دڵتەنگ,2
1957147025,بەڵام ئێستا نەماوە,neutral,FireBurn,@DellOutletUK But now it's gone,But now it's gone,ئاسایی,4
1957147097,ئای باشە هیوادارم باشتر بێت,worry,NikaB84,@janesas_mommy oh  well i hope she gets better,oh well i hope she gets better,نیگەران,5
1957147219,تیمی فڕۆکەوانی کێن؟ تکایە من مەبە... پێموانییە ئەوە وایە بەڵام دەتوانم هەڵە بم ژمارەیەک جار بووم...,worry,VictoriaDoyle,@jordskkk who are the crew? please dont be me...  i dont think it is but i could be wrong i have been a number of times...,who are the crew? please dont be me... i dont think it is but i could be wrong i have been a number of times...,نیگەران,5
1957147399,چۆن ڕووخسارێکی درەوشاوەت هەبێت؟ ڕەنگی پێستم هەمیشە ئەوەندە کاڵە,sadness,shermaineee,how to have a glowing face? my complexion is always so pale,how to have a glowing face? my complexion is always so pale,دڵتەنگ,2
1957147422,پێکهاتەی  ئەوەندە باش نییە کە پێم وابوو. هەندێک تیپی تری سەرسوڕهێنەر هەن کە فێستیڤاڵەکان دەکەن، بەڵام دی ئێڵیان لەدەستداوە,sadness,ryandc,"Downloadfestival's lineup isn't as good as i thought it was. There are some other awesome bands doing the festivals, but missing DL","Downloadfestival's lineup isn't as good as i thought it was. There are some other awesome bands doing the festivals, but missing DL",دڵتەنگ,2
1957147537,سەیری کچە قسەخۆشەکانم نەکردووە لە  ! و پێویستیان بە یەک گردی دار هەیە وەرزی 3 . خوایە من زۆر خاوم,worry,ellentai,haven't watched gossip girl in ageeees ! and need one tree hill season 3 . god i'm so slow,haven't watched gossip girl in ageeees ! and need one tree hill season 3 . god i'm so slow,نیگەران,5
1957147618,تۆ پاسکیل لێدەخوڕیت  ئەوە باشە. خواردنی تەندروست تەندروست و خواردن لە ڕووی زاراوەوە دژایەتییە.,relief,clairey67,@colstewart You're cycling tho' that's good. Healthy eating  Healthy and eating are a contradiction in terms.,You're cycling tho' that's good. Healthy eating Healthy and eating are a contradiction in terms.,ئارام,12
1957147658,سووو.....من جۆرێکە نەخۆشم  بێزارم لەو  کە کوڕان دیش دەرەوە !!!!!!!!,hate,MEG_B_johnson,Sooo.....I'm kinda o sick n tired of the bs that guys dish out  !!!!!!!!,Sooo.....I'm kinda o sick n tired of the bs that guys dish out !!!!!!!!,ڕق,9
1957147665,"ڕقم لێتە , فلیتوود خۆشترین تیپی منە...زۆر ئیرەیی دەبەم باشە هێشتا خۆشم دەوێیت هاها",love,Melissataylor15,"@daveockun I hate you , Fleetwood is my favorite band...I'm so jealous  ok I still love you haha","I hate you , Fleetwood is my favorite band...I'm so jealous ok I still love you haha",خۆشەویستی,7
1957147848,کەواتە خۆزگە یاری کارڵتۆن لە کەناڵی ٧ی گەمژانەی ڕاستەوخۆ بوایە خخخخ.,surprise,sammy148,So wish the Carlton game was on live  stupid channel 7 lol.,So wish the Carlton game was on live stupid channel 7 lol.,سوپرایز,6
1957148385,سبەی جارێکی تر زوو لە خەو... ئێستا بەرەو جێگاکە دەڕۆین. بەردەوام دەڵێم نیوەڕۆ خەوی لێ دەکەوێت، بەڵام هێشتا ئەم هەفتەیە ڕووی نەداوە...,worry,thebassman,"Up early again tomorrow... heading to bed now. I keep saying I'm going to take a midday nap, but it hasn't happened this week yet...","Up early again tomorrow... heading to bed now. I keep saying I'm going to take a midday nap, but it hasn't happened this week yet...",نیگەران,5
1957148490,ئۆپ، بۆم دەرکەوت کە دەرمهێنا,neutral,itsael,ups ketauan cabut sama @gemamalove @chikachilo nih,ups ketauan cabut sama nih,ئاسایی,4
